Year,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm
1999,Chhattisgarh,Bastar,chickpea,1540,590.91,10.63638,5.9091,10.63638,20,60,6.5,600
2000,Chhattisgarh,Bastar,rice,628030,834.2,20.855,10.0104,18.3524,25,80,6.5,1200
2000,Chhattisgarh,Bastar,maize,24710,1552,41.904,18.624,26.384,22,70,6,800
2000,Chhattisgarh,Bastar,chickpea,1280,554.69,9.98442,5.5469,9.98442,20,60,6.5,600
2000,Chhattisgarh,Bastar,cotton,60,166.67,4.50009,2.00004,4.50009,28,65,6,700
2001,Chhattisgarh,Bastar,rice,633990,1454.52,36.363,17.45424,31.99944,25,80,6.5,1200
2001,Chhattisgarh,Bastar,maize,25060,944.93,25.51311,11.33916,16.06381,22,70,6,800
2001,Chhattisgarh,Bastar,chickpea,1420,788.73,14.19714,7.8873,14.19714,20,60,6.5,600
2001,Chhattisgarh,Bastar,cotton,90,222.22,5.99994,2.66664,5.99994,28,65,6,700
2002,Chhattisgarh,Bastar,rice,623900,531.14,13.2785,6.37368,11.68508,25,80,6.5,1200
2002,Chhattisgarh,Bastar,maize,25260,1424.78,38.46906,17.09736,24.22126,22,70,6,800
2002,Chhattisgarh,Bastar,chickpea,1100,654.55,11.7819,6.5455,11.7819,20,60,6.5,600
2002,Chhattisgarh,Bastar,cotton,70,142.86,3.85722,1.71432,3.85722,28,65,6,700
2003,Chhattisgarh,Bastar,rice,632580,1648.41,41.21025,19.78092,36.26502,25,80,6.5,1200
2003,Chhattisgarh,Bastar,maize,29480,1559.7,42.1119,18.7164,26.5149,22,70,6,800
2003,Chhattisgarh,Bastar,chickpea,1460,917.81,16.52058,9.1781,16.52058,20,60,6.5,600
2004,Chhattisgarh,Bastar,rice,635470,1241.05,31.02625,14.8926,27.3031,25,80,6.5,1200
2004,Chhattisgarh,Bastar,maize,30190,1647.57,44.48439,19.77084,28.00869,22,70,6,800
2004,Chhattisgarh,Bastar,chickpea,1390,683.45,12.3021,6.8345,12.3021,20,60,6.5,600
2005,Chhattisgarh,Bastar,rice,635470,1241.05,31.02625,14.8926,27.3031,25,80,6.5,1200
2005,Chhattisgarh,Bastar,maize,30190,1647.57,44.48439,19.77084,28.00869,22,70,6,800
2005,Chhattisgarh,Bastar,chickpea,1390,683.45,12.3021,6.8345,12.3021,20,60,6.5,600
2006,Chhattisgarh,Bastar,rice,546540,1530.61,38.26525,18.36732,33.67342,25,80,6.5,1200
2006,Chhattisgarh,Bastar,maize,31150,1322.31,35.70237,15.86772,22.47927,22,70,6,800
2006,Chhattisgarh,Bastar,chickpea,1470,727.89,13.10202,7.2789,13.10202,20,60,6.5,600
2007,Chhattisgarh,Bastar,rice,626070,1481.83,37.04575,17.78196,32.60026,25,80,6.5,1200
2007,Chhattisgarh,Bastar,maize,32660,1818.43,49.09761,21.82116,30.91331,22,70,6,800
2007,Chhattisgarh,Bastar,chickpea,1530,928.1,16.7058,9.281,16.7058,20,60,6.5,600
2008,Chhattisgarh,Bastar,rice,627780,1161.76,29.044,13.94112,25.55872,25,80,6.5,1200
2008,Chhattisgarh,Bastar,maize,33410,1612.39,43.53453,19.34868,27.41063,22,70,6,800
2008,Chhattisgarh,Bastar,chickpea,1460,739.73,13.31514,7.3973,13.31514,20,60,6.5,600
2009,Chhattisgarh,Bastar,rice,626660,1089.04,27.226,13.06848,23.95888,25,80,6.5,1200
2009,Chhattisgarh,Bastar,maize,34770,1764.74,47.64798,21.17688,30.00058,22,70,6,800
2009,Chhattisgarh,Bastar,chickpea,1510,1079.47,19.43046,10.7947,19.43046,20,60,6.5,600
2010,Chhattisgarh,Bastar,rice,621890,1905.45,47.63625,22.8654,41.9199,25,80,6.5,1200
2010,Chhattisgarh,Bastar,maize,35700,2025.21,54.68067,24.30252,34.42857,22,70,6,800
2010,Chhattisgarh,Bastar,chickpea,1500,1133.33,20.39994,11.3333,20.39994,20,60,6.5,600
2011,Chhattisgarh,Bastar,rice,627730,1231.23,30.78075,14.77476,27.08706,25,80,6.5,1200
2011,Chhattisgarh,Bastar,maize,40160,2063,55.701,24.756,35.071,22,70,6,800
2011,Chhattisgarh,Bastar,chickpea,1570,936.31,16.85358,9.3631,16.85358,20,60,6.5,600
2012,Chhattisgarh,Bastar,rice,637800,2103.06,52.5765,25.23672,46.26732,25,80,6.5,1200
2012,Chhattisgarh,Bastar,maize,41040,2053.36,55.44072,24.64032,34.90712,22,70,6,800
2012,Chhattisgarh,Bastar,chickpea,1570,1305.73,23.50314,13.0573,23.50314,20,60,6.5,600
2013,Chhattisgarh,Bastar,rice,642790,1969.4,49.235,23.6328,43.3268,25,80,6.5,1200
2013,Chhattisgarh,Bastar,maize,42380,2347.33,63.37791,28.16796,39.90461,22,70,6,800
2013,Chhattisgarh,Bastar,chickpea,1710,812.87,14.63166,8.1287,14.63166,20,60,6.5,600
2014,Chhattisgarh,Bastar,rice,646700,2129.33,53.23325,25.55196,46.84526,25,80,6.5,1200
2014,Chhattisgarh,Bastar,maize,43100,2016.94,54.45738,24.20328,34.28798,22,70,6,800
2014,Chhattisgarh,Bastar,chickpea,1650,1278.79,23.01822,12.7879,23.01822,20,60,6.5,600
2015,Chhattisgarh,Bastar,rice,644560,1030.87,25.77175,12.37044,22.67914,25,80,6.5,1200
2015,Chhattisgarh,Bastar,maize,41360,2151.35,58.08645,25.8162,36.57295,22,70,6,800
2015,Chhattisgarh,Bastar,chickpea,1510,880.79,15.85422,8.8079,15.85422,20,60,6.5,600
2016,Chhattisgarh,Bastar,rice,656260,1973.24,49.331,23.67888,43.41128,25,80,6.5,1200
2016,Chhattisgarh,Bastar,maize,41500,2979.5,80.4465,35.754,50.6515,22,70,6,800
2016,Chhattisgarh,Bastar,chickpea,760,1203.7,21.6666,12.037,21.6666,20,60,6.5,600
2017,Chhattisgarh,Bastar,rice,660360,1214.23,30.35575,14.57076,26.71306,25,80,6.5,1200
2017,Chhattisgarh,Bastar,maize,41940,2866.36,77.39172,34.39632,48.72812,22,70,6,800
2017,Chhattisgarh,Bastar,chickpea,1390,925.85,16.6653,9.2585,16.6653,20,60,6.5,600
1966,Chhattisgarh,Raipur,rice,717000,654.11,16.35275,7.84932,14.39042,25,80,6.5,1200
1966,Chhattisgarh,Raipur,maize,1000,1000,27,12,17,22,70,6,800
1966,Chhattisgarh,Raipur,chickpea,4000,250,4.5,2.5,4.5,20,60,6.5,600
1967,Chhattisgarh,Raipur,rice,726000,860.88,21.522,10.33056,18.93936,25,80,6.5,1200
1967,Chhattisgarh,Raipur,maize,1000,1000,27,12,17,22,70,6,800
1967,Chhattisgarh,Raipur,chickpea,5000,400,7.2,4,7.2,20,60,6.5,600
1968,Chhattisgarh,Raipur,rice,731500,861.24,21.531,10.33488,18.94728,25,80,6.5,1200
1968,Chhattisgarh,Raipur,maize,1000,1000,27,12,17,22,70,6,800
1968,Chhattisgarh,Raipur,chickpea,5500,363.64,6.54552,3.6364,6.54552,20,60,6.5,600
1969,Chhattisgarh,Raipur,rice,735200,912.95,22.82375,10.9554,20.0849,25,80,6.5,1200
1969,Chhattisgarh,Raipur,maize,1000,700,18.9,8.4,11.9,22,70,6,800
1969,Chhattisgarh,Raipur,chickpea,4300,418.6,7.5348,4.186,7.5348,20,60,6.5,600
1970,Chhattisgarh,Raipur,rice,743000,1209.29,30.23225,14.51148,26.60438,25,80,6.5,1200
1970,Chhattisgarh,Raipur,maize,1000,1400,37.8,16.8,23.8,22,70,6,800
1970,Chhattisgarh,Raipur,chickpea,5400,462.96,8.33328,4.6296,8.33328,20,60,6.5,600
1971,Chhattisgarh,Raipur,rice,753200,929.1,23.2275,11.1492,20.4402,25,80,6.5,1200
1971,Chhattisgarh,Raipur,maize,900,1222.22,32.99994,14.66664,20.77774,22,70,6,800
1971,Chhattisgarh,Raipur,chickpea,5200,538.46,9.69228,5.3846,9.69228,20,60,6.5,600
1972,Chhattisgarh,Raipur,rice,762100,902.64,22.566,10.83168,19.85808,25,80,6.5,1200
1972,Chhattisgarh,Raipur,maize,900,1222.22,32.99994,14.66664,20.77774,22,70,6,800
1972,Chhattisgarh,Raipur,chickpea,4300,534.88,9.62784,5.3488,9.62784,20,60,6.5,600
1973,Chhattisgarh,Raipur,rice,771800,867.45,21.68625,10.4094,19.0839,25,80,6.5,1200
1973,Chhattisgarh,Raipur,maize,900,1111.11,29.99997,13.33332,18.88887,22,70,6,800
1973,Chhattisgarh,Raipur,chickpea,4100,487.8,8.7804,4.878,8.7804,20,60,6.5,600
1974,Chhattisgarh,Raipur,rice,770100,539.67,13.49175,6.47604,11.87274,25,80,6.5,1200
1974,Chhattisgarh,Raipur,maize,900,888.89,24.00003,10.66668,15.11113,22,70,6,800
1974,Chhattisgarh,Raipur,chickpea,3100,451.61,8.12898,4.5161,8.12898,20,60,6.5,600
1975,Chhattisgarh,Raipur,rice,774700,884.47,22.11175,10.61364,19.45834,25,80,6.5,1200
1975,Chhattisgarh,Raipur,maize,1100,1000,27,12,17,22,70,6,800
1975,Chhattisgarh,Raipur,chickpea,4100,487.8,8.7804,4.878,8.7804,20,60,6.5,600
1976,Chhattisgarh,Raipur,rice,775200,746.39,18.65975,8.95668,16.42058,25,80,6.5,1200
1976,Chhattisgarh,Raipur,maize,1000,900,24.3,10.8,15.3,22,70,6,800
1976,Chhattisgarh,Raipur,chickpea,3400,264.71,4.76478,2.6471,4.76478,20,60,6.5,600
1977,Chhattisgarh,Raipur,rice,782500,1155.27,28.88175,13.86324,25.41594,25,80,6.5,1200
1977,Chhattisgarh,Raipur,maize,1000,900,24.3,10.8,15.3,22,70,6,800
1977,Chhattisgarh,Raipur,chickpea,4100,487.8,8.7804,4.878,8.7804,20,60,6.5,600
1978,Chhattisgarh,Raipur,rice,792700,865.4,21.635,10.3848,19.0388,25,80,6.5,1200
1978,Chhattisgarh,Raipur,maize,900,888.89,24.00003,10.66668,15.11113,22,70,6,800
1978,Chhattisgarh,Raipur,chickpea,3700,432.43,7.78374,4.3243,7.78374,20,60,6.5,600
1979,Chhattisgarh,Raipur,rice,795000,528.55,13.21375,6.3426,11.6281,25,80,6.5,1200
1979,Chhattisgarh,Raipur,maize,900,666.67,18.00009,8.00004,11.33339,22,70,6,800
1979,Chhattisgarh,Raipur,chickpea,4600,326.09,5.86962,3.2609,5.86962,20,60,6.5,600
1980,Chhattisgarh,Raipur,rice,812400,892.05,22.30125,10.7046,19.6251,25,80,6.5,1200
1980,Chhattisgarh,Raipur,maize,800,750,20.25,9,12.75,22,70,6,800
1980,Chhattisgarh,Raipur,chickpea,3900,435.9,7.8462,4.359,7.8462,20,60,6.5,600
1981,Chhattisgarh,Raipur,rice,799600,989.87,24.74675,11.87844,21.77714,25,80,6.5,1200
1981,Chhattisgarh,Raipur,maize,800,1000,27,12,17,22,70,6,800
1981,Chhattisgarh,Raipur,chickpea,4300,511.63,9.20934,5.1163,9.20934,20,60,6.5,600
1982,Chhattisgarh,Raipur,rice,798900,772.31,19.30775,9.26772,16.99082,25,80,6.5,1200
1982,Chhattisgarh,Raipur,maize,800,750,20.25,9,12.75,22,70,6,800
1982,Chhattisgarh,Raipur,chickpea,5100,509.8,9.1764,5.098,9.1764,20,60,6.5,600
1983,Chhattisgarh,Raipur,rice,802500,1232.15,30.80375,14.7858,27.1073,25,80,6.5,1200
1983,Chhattisgarh,Raipur,maize,800,1125,30.375,13.5,19.125,22,70,6,800
1983,Chhattisgarh,Raipur,chickpea,4800,479.17,8.62506,4.7917,8.62506,20,60,6.5,600
1984,Chhattisgarh,Raipur,rice,804000,1149.63,28.74075,13.79556,25.29186,25,80,6.5,1200
1984,Chhattisgarh,Raipur,maize,900,1222.22,32.99994,14.66664,20.77774,22,70,6,800
1984,Chhattisgarh,Raipur,chickpea,5300,490.57,8.83026,4.9057,8.83026,20,60,6.5,600
1985,Chhattisgarh,Raipur,rice,821700,1587.32,39.683,19.04784,34.92104,25,80,6.5,1200
1985,Chhattisgarh,Raipur,maize,900,888.89,24.00003,10.66668,15.11113,22,70,6,800
1985,Chhattisgarh,Raipur,chickpea,6700,537.31,9.67158,5.3731,9.67158,20,60,6.5,600
1986,Chhattisgarh,Raipur,rice,818000,989,24.725,11.868,21.758,25,80,6.5,1200
1986,Chhattisgarh,Raipur,maize,1000,1000,27,12,17,22,70,6,800
1986,Chhattisgarh,Raipur,chickpea,9000,444.44,7.99992,4.4444,7.99992,20,60,6.5,600
1987,Chhattisgarh,Raipur,rice,822000,1231.14,30.7785,14.77368,27.08508,25,80,6.5,1200
1987,Chhattisgarh,Raipur,maize,1000,1000,27,12,17,22,70,6,800
1987,Chhattisgarh,Raipur,chickpea,14000,428.57,7.71426,4.2857,7.71426,20,60,6.5,600
1988,Chhattisgarh,Raipur,rice,827900,1026.81,25.67025,12.32172,22.58982,25,80,6.5,1200
1988,Chhattisgarh,Raipur,maize,900,777.78,21.00006,9.33336,13.22226,22,70,6,800
1988,Chhattisgarh,Raipur,chickpea,14100,404.26,7.27668,4.0426,7.27668,20,60,6.5,600
1989,Chhattisgarh,Raipur,rice,836100,1418.61,35.46525,17.02332,31.20942,25,80,6.5,1200
1989,Chhattisgarh,Raipur,maize,900,1000,27,12,17,22,70,6,800
1989,Chhattisgarh,Raipur,chickpea,15400,493.51,8.88318,4.9351,8.88318,20,60,6.5,600
1990,Chhattisgarh,Raipur,rice,847300,1363.15,34.07875,16.3578,29.9893,25,80,6.5,1200
1990,Chhattisgarh,Raipur,maize,700,857.14,23.14278,10.28568,14.57138,22,70,6,800
1990,Chhattisgarh,Raipur,chickpea,17100,514.62,9.26316,5.1462,9.26316,20,60,6.5,600
1991,Chhattisgarh,Raipur,rice,854100,1427,35.675,17.124,31.394,25,80,6.5,1200
1991,Chhattisgarh,Raipur,maize,1000,900,24.3,10.8,15.3,22,70,6,800
1991,Chhattisgarh,Raipur,chickpea,16600,668.67,12.03606,6.6867,12.03606,20,60,6.5,600
1992,Chhattisgarh,Raipur,rice,858600,1609.95,40.24875,19.3194,35.4189,25,80,6.5,1200
1992,Chhattisgarh,Raipur,maize,1000,1400,37.8,16.8,23.8,22,70,6,800
1992,Chhattisgarh,Raipur,chickpea,19300,616.58,11.09844,6.1658,11.09844,20,60,6.5,600
1993,Chhattisgarh,Raipur,rice,876100,1598.11,39.95275,19.17732,35.15842,25,80,6.5,1200
1993,Chhattisgarh,Raipur,maize,900,1444.44,38.99988,17.33328,24.55548,22,70,6,800
1993,Chhattisgarh,Raipur,chickpea,20300,694.58,12.50244,6.9458,12.50244,20,60,6.5,600
1994,Chhattisgarh,Raipur,rice,899700,1448.82,36.2205,17.38584,31.87404,25,80,6.5,1200
1994,Chhattisgarh,Raipur,maize,700,857.14,23.14278,10.28568,14.57138,22,70,6,800
1994,Chhattisgarh,Raipur,chickpea,20400,769.61,13.85298,7.6961,13.85298,20,60,6.5,600
1995,Chhattisgarh,Raipur,rice,908400,1447.49,36.18725,17.36988,31.84478,25,80,6.5,1200
1995,Chhattisgarh,Raipur,maize,700,1142.86,30.85722,13.71432,19.42862,22,70,6,800
1995,Chhattisgarh,Raipur,chickpea,21900,598.17,10.76706,5.9817,10.76706,20,60,6.5,600
1996,Chhattisgarh,Raipur,rice,860400,1683.87,42.09675,20.20644,37.04514,25,80,6.5,1200
1996,Chhattisgarh,Raipur,maize,800,1000,27,12,17,22,70,6,800
1996,Chhattisgarh,Raipur,chickpea,19700,639.59,11.51262,6.3959,11.51262,20,60,6.5,600
1997,Chhattisgarh,Raipur,rice,918600,1106.25,27.65625,13.275,24.3375,25,80,6.5,1200
1997,Chhattisgarh,Raipur,maize,800,875,23.625,10.5,14.875,22,70,6,800
1997,Chhattisgarh,Raipur,chickpea,15500,567.74,10.21932,5.6774,10.21932,20,60,6.5,600
1998,Chhattisgarh,Raipur,rice,902000,712.86,17.8215,8.55432,15.68292,25,80,6.5,1200
1998,Chhattisgarh,Raipur,maize,1200,833.33,22.49991,9.99996,14.16661,22,70,6,800
1998,Chhattisgarh,Raipur,chickpea,23200,594.83,10.70694,5.9483,10.70694,20,60,6.5,600
1999,Chhattisgarh,Raipur,rice,950210,1451.13,36.27825,17.41356,31.92486,25,80,6.5,1200
1999,Chhattisgarh,Raipur,maize,800,1250,33.75,15,21.25,22,70,6,800
1999,Chhattisgarh,Raipur,chickpea,13430,724.5,13.041,7.245,13.041,20,60,6.5,600
2000,Chhattisgarh,Raipur,rice,889780,518.81,12.97025,6.22572,11.41382,25,80,6.5,1200
2000,Chhattisgarh,Raipur,maize,840,964.29,26.03583,11.57148,16.39293,22,70,6,800
2000,Chhattisgarh,Raipur,chickpea,6960,658.05,11.8449,6.5805,11.8449,20,60,6.5,600
2001,Chhattisgarh,Raipur,rice,902620,1241.74,31.0435,14.90088,27.31828,25,80,6.5,1200
2001,Chhattisgarh,Raipur,maize,860,604.65,16.32555,7.2558,10.27905,22,70,6,800
2001,Chhattisgarh,Raipur,chickpea,12560,837.58,15.07644,8.3758,15.07644,20,60,6.5,600
2002,Chhattisgarh,Raipur,rice,897850,734.67,18.36675,8.81604,16.16274,25,80,6.5,1200
2002,Chhattisgarh,Raipur,maize,1030,1194.17,32.24259,14.33004,20.30089,22,70,6,800
2002,Chhattisgarh,Raipur,chickpea,14790,723.46,13.02228,7.2346,13.02228,20,60,6.5,600
2003,Chhattisgarh,Raipur,rice,912530,1442.52,36.063,17.31024,31.73544,25,80,6.5,1200
2003,Chhattisgarh,Raipur,maize,2090,956.94,25.83738,11.48328,16.26798,22,70,6,800
2003,Chhattisgarh,Raipur,chickpea,21390,1016.36,18.29448,10.1636,18.29448,20,60,6.5,600
2003,Chhattisgarh,Raipur,cotton,20,500,13.5,6,13.5,28,65,6,700
2004,Chhattisgarh,Raipur,rice,918330,1249.64,31.241,14.99568,27.49208,25,80,6.5,1200
2004,Chhattisgarh,Raipur,maize,1240,1145.16,30.91932,13.74192,19.46772,22,70,6,800
2004,Chhattisgarh,Raipur,chickpea,21810,563.5,10.143,5.635,10.143,20,60,6.5,600
2004,Chhattisgarh,Raipur,cotton,60,666.67,18.00009,8.00004,18.00009,28,65,6,700
2005,Chhattisgarh,Raipur,rice,918330,1249.64,31.241,14.99568,27.49208,25,80,6.5,1200
2005,Chhattisgarh,Raipur,maize,1240,1145.16,30.91932,13.74192,19.46772,22,70,6,800
2005,Chhattisgarh,Raipur,chickpea,21810,563.5,10.143,5.635,10.143,20,60,6.5,600
2006,Chhattisgarh,Raipur,rice,918390,1442.43,36.06075,17.30916,31.73346,25,80,6.5,1200
2006,Chhattisgarh,Raipur,maize,2610,900.38,24.31026,10.80456,15.30646,22,70,6,800
2006,Chhattisgarh,Raipur,chickpea,23190,779.65,14.0337,7.7965,14.0337,20,60,6.5,600
2006,Chhattisgarh,Raipur,cotton,50,400,10.8,4.8,10.8,28,65,6,700
2007,Chhattisgarh,Raipur,rice,956630,1550.53,38.76325,18.60636,34.11166,25,80,6.5,1200
2007,Chhattisgarh,Raipur,maize,2530,1142.29,30.84183,13.70748,19.41893,22,70,6,800
2007,Chhattisgarh,Raipur,chickpea,44260,842.75,15.1695,8.4275,15.1695,20,60,6.5,600
2008,Chhattisgarh,Raipur,rice,942240,1329.15,33.22875,15.9498,29.2413,25,80,6.5,1200
2008,Chhattisgarh,Raipur,maize,1290,1077.52,29.09304,12.93024,18.31784,22,70,6,800
2008,Chhattisgarh,Raipur,chickpea,50160,704.35,12.6783,7.0435,12.6783,20,60,6.5,600
2009,Chhattisgarh,Raipur,rice,928660,1407.66,35.1915,16.89192,30.96852,25,80,6.5,1200
2009,Chhattisgarh,Raipur,maize,1340,1589.55,42.91785,19.0746,27.02235,22,70,6,800
2009,Chhattisgarh,Raipur,chickpea,55790,829.18,14.92524,8.2918,14.92524,20,60,6.5,600
2010,Chhattisgarh,Raipur,rice,915400,1661.71,41.54275,19.94052,36.55762,25,80,6.5,1200
2010,Chhattisgarh,Raipur,maize,1300,1384.62,37.38474,16.61544,23.53854,22,70,6,800
2010,Chhattisgarh,Raipur,chickpea,14600,1034.25,18.6165,10.3425,18.6165,20,60,6.5,600
2011,Chhattisgarh,Raipur,rice,958010,1483.67,37.09175,17.80404,32.64074,25,80,6.5,1200
2011,Chhattisgarh,Raipur,maize,2120,1698.11,45.84897,20.37732,28.86787,22,70,6,800
2011,Chhattisgarh,Raipur,chickpea,18810,1080.28,19.44504,10.8028,19.44504,20,60,6.5,600
2012,Chhattisgarh,Raipur,rice,993680,1987.25,49.68125,23.847,43.7195,25,80,6.5,1200
2012,Chhattisgarh,Raipur,maize,10210,1669.93,45.08811,20.03916,28.38881,22,70,6,800
2012,Chhattisgarh,Raipur,chickpea,13950,1323.3,23.8194,13.233,23.8194,20,60,6.5,600
2013,Chhattisgarh,Raipur,rice,1009220,1733.23,43.33075,20.79876,38.13106,25,80,6.5,1200
2013,Chhattisgarh,Raipur,maize,13010,1750.19,47.25513,21.00228,29.75323,22,70,6,800
2013,Chhattisgarh,Raipur,chickpea,13690,952.52,17.14536,9.5252,17.14536,20,60,6.5,600
2014,Chhattisgarh,Raipur,rice,1034990,2055.8,51.395,24.6696,45.2276,25,80,6.5,1200
2014,Chhattisgarh,Raipur,maize,14750,2011.53,54.31131,24.13836,34.19601,22,70,6,800
2014,Chhattisgarh,Raipur,chickpea,15710,1272.44,22.90392,12.7244,22.90392,20,60,6.5,600
2015,Chhattisgarh,Raipur,rice,986910,1431.57,35.78925,17.17884,31.49454,25,80,6.5,1200
2015,Chhattisgarh,Raipur,maize,11140,1804.31,48.71637,21.65172,30.67327,22,70,6,800
2015,Chhattisgarh,Raipur,chickpea,14210,906.4,16.3152,9.064,16.3152,20,60,6.5,600
2016,Chhattisgarh,Raipur,rice,1009290,2410.09,60.25225,28.92108,53.02198,25,80,6.5,1200
2016,Chhattisgarh,Raipur,maize,7100,2557.48,69.05196,30.68976,43.47716,22,70,6,800
2016,Chhattisgarh,Raipur,chickpea,16660,1341.7,24.1506,13.417,24.1506,20,60,6.5,600
2016,Chhattisgarh,Raipur,cotton,10,408,11.016,4.896,11.016,28,65,6,700
2017,Chhattisgarh,Raipur,rice,959010,1585.96,39.649,19.03152,34.89112,25,80,6.5,1200
2017,Chhattisgarh,Raipur,maize,6130,2228.27,60.16329,26.73924,37.88059,22,70,6,800
2017,Chhattisgarh,Raipur,chickpea,31380,1098.73,19.77714,10.9873,19.77714,20,60,6.5,600
2017,Chhattisgarh,Raipur,cotton,30,360,9.72,4.32,9.72,28,65,6,700
1966,Chhattisgarh,Bilaspur,rice,624000,520.83,13.02075,6.24996,11.45826,25,80,6.5,1200
1966,Chhattisgarh,Bilaspur,maize,11000,1090.91,29.45457,13.09092,18.54547,22,70,6,800
1966,Chhattisgarh,Bilaspur,chickpea,21000,380.95,6.8571,3.8095,6.8571,20,60,6.5,600
1967,Chhattisgarh,Bilaspur,rice,624000,875,21.875,10.5,19.25,25,80,6.5,1200
1967,Chhattisgarh,Bilaspur,maize,11000,1363.64,36.81828,16.36368,23.18188,22,70,6,800
1967,Chhattisgarh,Bilaspur,chickpea,23000,434.78,7.82604,4.3478,7.82604,20,60,6.5,600
1968,Chhattisgarh,Bilaspur,rice,629500,660.84,16.521,7.93008,14.53848,25,80,6.5,1200
1968,Chhattisgarh,Bilaspur,maize,11000,909.09,24.54543,10.90908,15.45453,22,70,6,800
1968,Chhattisgarh,Bilaspur,chickpea,24000,458.33,8.24994,4.5833,8.24994,20,60,6.5,600
1969,Chhattisgarh,Bilaspur,rice,630500,719.27,17.98175,8.63124,15.82394,25,80,6.5,1200
1969,Chhattisgarh,Bilaspur,maize,10900,935.78,25.26606,11.22936,15.90826,22,70,6,800
1969,Chhattisgarh,Bilaspur,chickpea,25500,513.73,9.24714,5.1373,9.24714,20,60,6.5,600
1970,Chhattisgarh,Bilaspur,rice,631500,930.96,23.274,11.17152,20.48112,25,80,6.5,1200
1970,Chhattisgarh,Bilaspur,maize,10800,1425.93,38.50011,17.11116,24.24081,22,70,6,800
1970,Chhattisgarh,Bilaspur,chickpea,26700,471.91,8.49438,4.7191,8.49438,20,60,6.5,600
1971,Chhattisgarh,Bilaspur,rice,633800,890.98,22.2745,10.69176,19.60156,25,80,6.5,1200
1971,Chhattisgarh,Bilaspur,maize,10700,1196.26,32.29902,14.35512,20.33642,22,70,6,800
1971,Chhattisgarh,Bilaspur,chickpea,26200,564.89,10.16802,5.6489,10.16802,20,60,6.5,600
1972,Chhattisgarh,Bilaspur,rice,635600,840.15,21.00375,10.0818,18.4833,25,80,6.5,1200
1972,Chhattisgarh,Bilaspur,maize,10900,1486.24,40.12848,17.83488,25.26608,22,70,6,800
1972,Chhattisgarh,Bilaspur,chickpea,27500,527.27,9.49086,5.2727,9.49086,20,60,6.5,600
1973,Chhattisgarh,Bilaspur,rice,639300,778.19,19.45475,9.33828,17.12018,25,80,6.5,1200
1973,Chhattisgarh,Bilaspur,maize,10800,1111.11,29.99997,13.33332,18.88887,22,70,6,800
1973,Chhattisgarh,Bilaspur,chickpea,31000,506.45,9.1161,5.0645,9.1161,20,60,6.5,600
1974,Chhattisgarh,Bilaspur,rice,638200,767.47,19.18675,9.20964,16.88434,25,80,6.5,1200
1974,Chhattisgarh,Bilaspur,maize,10700,1000,27,12,17,22,70,6,800
1974,Chhattisgarh,Bilaspur,chickpea,31700,447.95,8.0631,4.4795,8.0631,20,60,6.5,600
1975,Chhattisgarh,Bilaspur,rice,640800,1008.9,25.2225,12.1068,22.1958,25,80,6.5,1200
1975,Chhattisgarh,Bilaspur,maize,10700,1009.35,27.25245,12.1122,17.15895,22,70,6,800
1975,Chhattisgarh,Bilaspur,chickpea,34700,510.09,9.18162,5.1009,9.18162,20,60,6.5,600
1976,Chhattisgarh,Bilaspur,rice,643200,660.76,16.519,7.92912,14.53672,25,80,6.5,1200
1976,Chhattisgarh,Bilaspur,maize,10900,1027.52,27.74304,12.33024,17.46784,22,70,6,800
1976,Chhattisgarh,Bilaspur,chickpea,32600,377.3,6.7914,3.773,6.7914,20,60,6.5,600
1977,Chhattisgarh,Bilaspur,rice,647200,1066.75,26.66875,12.801,23.4685,25,80,6.5,1200
1977,Chhattisgarh,Bilaspur,maize,11100,747.75,20.18925,8.973,12.71175,22,70,6,800
1977,Chhattisgarh,Bilaspur,chickpea,36400,387.36,6.97248,3.8736,6.97248,20,60,6.5,600
1978,Chhattisgarh,Bilaspur,rice,652900,770.87,19.27175,9.25044,16.95914,25,80,6.5,1200
1978,Chhattisgarh,Bilaspur,maize,10900,963.3,26.0091,11.5596,16.3761,22,70,6,800
1978,Chhattisgarh,Bilaspur,chickpea,37500,442.67,7.96806,4.4267,7.96806,20,60,6.5,600
1979,Chhattisgarh,Bilaspur,rice,654200,332.01,8.30025,3.98412,7.30422,25,80,6.5,1200
1979,Chhattisgarh,Bilaspur,maize,11000,763.64,20.61828,9.16368,12.98188,22,70,6,800
1979,Chhattisgarh,Bilaspur,chickpea,47000,325.53,5.85954,3.2553,5.85954,20,60,6.5,600
1980,Chhattisgarh,Bilaspur,rice,656800,969.09,24.22725,11.62908,21.31998,25,80,6.5,1200
1980,Chhattisgarh,Bilaspur,maize,11000,890.91,24.05457,10.69092,15.14547,22,70,6,800
1980,Chhattisgarh,Bilaspur,chickpea,39000,451.28,8.12304,4.5128,8.12304,20,60,6.5,600
1981,Chhattisgarh,Bilaspur,rice,658100,883.45,22.08625,10.6014,19.4359,25,80,6.5,1200
1981,Chhattisgarh,Bilaspur,maize,11000,918.18,24.79086,11.01816,15.60906,22,70,6,800
1981,Chhattisgarh,Bilaspur,chickpea,43800,515.98,9.28764,5.1598,9.28764,20,60,6.5,600
